case,start,end,frames,pred,pA,pB,pC_dup,pD_disappear,violation_score
Cosmos3_seed101_0010,144,149,"144,145,146,147,148,149",A,0.9797365069389343,0.005141185596585274,0.013975190930068493,0.0011471534380689263,1.7692937166430056
Cosmos3_seed101_0010,148,153,"148,149,150,151,152,153",A,0.8386270999908447,0.015359991230070591,0.03251710161566734,0.113495834171772,15.369293140247464
Cosmos3_seed101_0010,152,157,"152,153,154,155,156,157",A,0.9893935918807983,0.0066664814949035645,0.002452461514621973,0.0014874930493533611,0.7273195311427116
Cosmos3_seed101_0010,156,161,"156,157,158,159,160,161",A,0.9610453248023987,0.010676249861717224,0.017602158710360527,0.010676249861717224,3.3616533502936363
Cosmos3_seed101_0010,160,165,"160,161,162,163,164,165",A,0.9918849468231201,0.004053607117384672,0.0031569525599479675,0.0009044819744303823,0.6088238093070686
Cosmos3_seed101_0010,164,169,"164,165,166,167,168,169",A,0.994640588760376,0.002465467667207122,0.002465467667207122,0.0004284340247977525,0.4126635525608435
Cosmos3_seed101_0010,168,173,"168,169,170,171,172,173",A,0.9691879749298096,0.006530337501317263,0.006530337501317263,0.01775129698216915,2.7546803234145045
Cosmos3_seed101_0010,172,177,"172,173,174,175,176,177",A,0.9862750768661499,0.006645469460636377,0.0019039588514715433,0.00517549691721797,1.0402190499007702
Cosmos3_seed101_0010,176,181,"176,177,178,179,180,181",A,0.9888606667518616,0.005189064424484968,0.001908950274810195,0.00404124753549695,0.8544730022549629
Cosmos3_seed101_0010,180,185,"180,181,182,183,184,185",A,0.9963183403015137,0.0019233468919992447,0.0002602966851554811,0.001497904071584344,0.27198742027394474
Cosmos3_seed101_0010,184,188,"184,185,186,187,188",A,0.9981210827827454,0.0011686795623973012,0.00015816358791198581,0.0005520451813936234,0.12945485505042598
Cosmos3_seed101_0012,0,5,"0,1,2,3,4,5",A,0.9999654293060303,2.753549961198587e-05,2.2602512217417825e-06,4.784952125191921e-06,0.002081295315292664
Cosmos3_seed101_0012,4,9,"4,5,6,7,8,9",A,0.9997832179069519,0.00015842696302570403,1.3004477295908146e-05,4.539009023574181e-05,0.013760804904450197
Cosmos3_seed101_0012,8,13,"8,9,10,11,12,13",A,0.9998914003372192,7.484370871679857e-05,6.143545306258602e-06,2.7533460524864495e-05,0.007109886018952238
Cosmos3_seed101_0012,12,17,"12,13,14,15,16,17",A,0.9999154806137085,5.82897373533342e-05,4.784713382832706e-06,2.1443596779135987e-05,0.0055373178838635795
Cosmos3_seed101_0012,16,21,"16,17,18,19,20,21",A,0.9998849630355835,7.484322850359604e-05,4.784567408933071e-06,3.53534342139028e-05,0.007755961587463389
Cosmos3_seed101_0012,20,25,"20,21,22,23,24,25",A,0.9998695850372314,7.4842078902293e-05,1.0128772373718675e-05,4.5394011976895854e-05,0.009294382380176103
Cosmos3_seed101_0012,24,29,"24,25,26,27,28,29",A,0.9999071359634399,7.484488742193207e-05,1.0129152542504016e-05,7.888592335802969e-06,0.005544018858927302
Cosmos3_seed101_0012,28,33,"28,29,30,31,32,33",A,0.9981427192687988,0.0015006468165665865,9.593314462108538e-05,0.00026077331858687103,0.11070298714912497
Cosmos3_seed101_0012,32,37,"32,33,34,35,36,37",A,0.9962921142578125,0.003170979442074895,0.00020271392713766545,0.0003342187555972487,0.21224224037723616
Cosmos3_seed101_0012,36,41,"36,37,38,39,40,41",A,0.9964723587036133,0.003171553136780858,9.577260061632842e-05,0.0002603369066491723,0.19418860756559297
Cosmos3_seed101_0012,40,45,"40,41,42,43,44,45",A,0.9980687499046326,0.0015005356399342418,9.592603601049632e-05,0.00033481474383734167,0.11810085998149589
Cosmos3_seed101_0012,44,49,"44,45,46,47,48,49",A,0.9978758096694946,0.001926353550516069,7.469283445971087e-05,0.0001231476489920169,0.11610172587097622
Cosmos3_seed101_0012,48,53,"48,49,50,51,52,53",A,0.9963716268539429,0.0031712325289845467,0.00012296202476136386,0.0003342454438097775,0.20428237330634147
Cosmos3_seed101_0012,52,57,"52,53,54,55,56,57",A,0.9981155395507812,0.0015006059547886252,0.00012317723303567618,0.00026076618814840913,0.11342463985783979
Cosmos3_seed101_0012,56,61,"56,57,58,59,60,61",A,0.9970362186431885,0.00247140577994287,0.0001579916715854779,0.0003344683791510761,0.1728162940707989
Cosmos3_seed101_0012,60,65,"60,61,62,63,64,65",A,0.9978408813476562,0.0019262861460447311,7.469022239092737e-05,0.00015811919001862407,0.1195952485431917
Cosmos3_seed101_0012,64,69,"64,65,66,67,68,69",A,0.9970430731773376,0.0019247459713369608,0.00012304488336667418,0.0009091856190934777,0.19946034881286323
Cosmos3_seed101_0012,68,73,"68,69,70,71,72,73",A,0.9795953631401062,0.0139731764793396,0.002428174251690507,0.004003382287919521,1.3418144779279828
Cosmos3_seed101_0012,72,77,"72,73,74,75,76,77",A,0.9633203148841858,0.017643827944993973,0.010701523162424564,0.008334353566169739,2.785779070109129
Cosmos3_seed101_0012,76,81,"76,77,78,79,80,81",A,0.9756019711494446,0.010837959125638008,0.005119489040225744,0.008440610952675343,1.897907955572009
Cosmos3_seed101_0012,80,85,"80,81,82,83,84,85",A,0.9489822387695312,0.02865678071975708,0.01738121546804905,0.004979801829904318,3.6689407657831907
Cosmos3_seed101_0012,84,89,"84,85,86,87,88,89",A,0.9472503066062927,0.022277193143963814,0.022277193143963814,0.008195321075618267,4.161111079156399
Cosmos3_seed101_0012,88,93,"88,89,90,91,92,93",A,0.9165464639663696,0.021555107086896896,0.05859285220503807,0.003305582795292139,7.267598854377866
Cosmos3_seed101_0012,92,97,"92,93,94,95,96,97",C,0.010974138043820858,0.000546370109077543,0.987860381603241,0.000619118451140821,98.87526851089206
Cosmos3_seed101_0012,96,101,"96,97,98,99,100,101",A,0.9612975120544434,0.022607551887631416,0.013712172396481037,0.002382818376645446,2.739876671694219
Cosmos3_seed101_0012,100,105,"100,101,102,103,104,105",A,0.9769695997238159,0.017893822863698006,0.003992651589214802,0.0011439138324931264,1.408347685355693
Cosmos3_seed101_0012,104,109,"104,105,106,107,108,109",A,0.581312358379364,0.03716205433011055,0.35258376598358154,0.028941836208105087,40.01066293567419
Cosmos3_seed101_0012,108,113,"108,109,110,111,112,113",A,0.8865411877632141,0.044138286262750626,0.05667468160390854,0.012645830400288105,9.138965513557196
Cosmos3_seed101_0012,112,117,"112,113,114,115,116,117",A,0.9650994539260864,0.01767641492187977,0.010721287690103054,0.006502788979560137,2.6062284130603075
Cosmos3_seed101_0012,116,121,"116,117,118,119,120,121",A,0.9789202213287354,0.013963546603918076,0.004000623244792223,0.0031156884506344795,1.409808499738574
Cosmos3_seed101_0012,120,125,"120,121,122,123,124,125",A,0.9795953631401062,0.0139731764793396,0.004003382287919521,0.002428174251690507,1.3418144779279828
Cosmos3_seed101_0012,124,129,"124,125,126,127,128,129",C,0.25162672996520996,0.020654777064919472,0.6839922666549683,0.04372616112232208,73.80458163097501
Cosmos3_seed101_0012,128,133,"128,129,130,131,132,133",C,0.30952903628349304,0.015410542488098145,0.655272901058197,0.01978752762079239,68.27656999230385
Cosmos3_seed101_0012,132,137,"132,133,134,135,136,137",A,0.9877640604972839,0.008545833639800549,0.003143836511299014,0.0005463168490678072,0.7963070180267096
Cosmos3_seed101_0012,136,141,"136,137,138,139,140,141",A,0.9986482262611389,0.0011692967964336276,0.00015824711590539664,2.4267981643788517e-05,0.0767163495765999
Cosmos3_seed101_0012,140,145,"140,141,142,143,144,145",A,0.962984025478363,0.006488535553216934,0.029079599305987358,0.0014477879740297794,3.3771655056625605
Cosmos3_seed101_0012,144,149,"144,145,146,147,148,149",A,0.9318408966064453,0.006278694607317448,0.05957059562206268,0.0023098026867955923,6.5019745612517
Cosmos3_seed101_0012,148,153,"148,149,150,151,152,153",A,0.9428520798683167,0.006352887488901615,0.046941839158535004,0.0038532211910933256,5.397150409407914
Cosmos3_seed101_0012,152,157,"152,153,154,155,156,157",A,0.9909424185752869,0.0031539525371044874,0.0051999883726239204,0.0007037419127300382,0.7480706553906202
Cosmos3_seed101_0012,156,161,"156,157,158,159,160,161",A,0.9909963607788086,0.004049975890666246,0.004049975890666246,0.0009036717237904668,0.6978635559789836
Cosmos3_seed101_0012,160,165,"160,161,162,163,164,165",A,0.9900554418563843,0.00519533408805728,0.004046130459755659,0.0007031119894236326,0.7346909493207932
Cosmos3_seed101_0012,164,169,"164,165,166,167,168,169",A,0.9877524375915527,0.003143799491226673,0.006655423436313868,0.0024483934976160526,1.0675716679543257
Cosmos3_seed101_0012,168,173,"168,169,170,171,172,173",A,0.9785370826721191,0.003999057691544294,0.006593331228941679,0.01087056566029787,1.9463425735011697
Cosmos3_seed101_0012,172,177,"172,173,174,175,176,177",A,0.9834532141685486,0.004019148647785187,0.004019148647785187,0.008508536964654922,1.4537259936332703
Cosmos3_seed101_0012,176,181,"176,177,178,179,180,181",A,0.9916302561759949,0.004052566364407539,0.0011610796209424734,0.0031561418436467648,0.6343504646793008
Cosmos3_seed101_0012,180,185,"180,181,182,183,184,185",A,0.9909424185752869,0.0051999883726239204,0.0007037419127300382,0.0031539525371044874,0.6457688636146486
Cosmos3_seed101_0012,184,188,"184,185,186,187,188",A,0.9963613152503967,0.002469732891768217,0.00026030789013020694,0.000908563903067261,0.24037382390815765
Cosmos3_seed101_0017,0,5,"0,1,2,3,4,5",A,0.9999346733093262,4.539696601568721e-05,1.670060919423122e-05,3.2885450309549924e-06,0.004268763723302982
Cosmos3_seed101_0017,4,9,"4,5,6,7,8,9",A,0.9998094439506531,0.0001233862858498469,5.828355278936215e-05,8.938072824093979e-06,0.012891476853837958
Cosmos3_seed101_0017,8,13,"8,9,10,11,12,13",A,0.9999306201934814,4.539678047876805e-05,2.144392055924982e-05,2.5611111595935654e-06,0.004670342195822741
Cosmos3_seed101_0017,12,17,"12,13,14,15,16,17",A,0.9999016523361206,7.484447269234806e-05,2.144330028386321e-05,1.994537569771637e-06,0.006086007419980888
Cosmos3_seed101_0017,16,21,"16,17,18,19,20,21",A,0.9999502897262573,3.5355744330445305e-05,1.3006650988245383e-05,1.370891027363541e-06,0.0032055414180831576
Cosmos3_seed101_0017,20,25,"20,21,22,23,24,25",A,0.9999701976776123,2.1444770027301274e-05,7.889088919910137e-06,5.04332660966611e-07,0.0019115806594527385
Cosmos3_seed101_0017,24,29,"24,25,26,27,28,29",A,0.9998468160629272,0.0001233908988069743,2.75322327070171e-05,2.259983148178435e-06,0.009148766525868268
Cosmos3_seed101_0017,28,33,"28,29,30,31,32,33",A,0.9996578693389893,0.00026116915978491306,7.482622459065169e-05,6.142110123619204e-06,0.021155291460672743
Cosmos3_seed101_0017,32,37,"32,33,34,35,36,37",A,0.9993125200271606,0.0005527041503228247,0.00012332496407907456,1.147100829257397e-05,0.04111480475330609
Cosmos3_seed101_0017,36,41,"36,37,38,39,40,41",A,0.998477041721344,0.0011690963292494416,0.0003349517355673015,1.889668419607915e-05,0.09383965843881015
Cosmos3_seed101_0017,40,45,"40,41,42,43,44,45",A,0.9955572485923767,0.003168640658259392,0.0011656776769086719,0.00010842491610674188,0.28584229221451096
Cosmos3_seed101_0017,44,49,"44,45,46,47,48,49",A,0.9985246062278748,0.0011691520921885967,0.00026087305741384625,4.533294850261882e-05,0.08907820520107634
Cosmos3_seed101_0017,48,53,"48,49,50,51,52,53",A,0.9987142086029053,0.0009107094956561923,0.00033503127633593976,4.001377601525746e-05,0.08303998001792934
Cosmos3_seed101_0017,52,57,"52,53,54,55,56,57",A,0.9954367280006409,0.00316825695335865,0.0011655365815386176,0.00022950775746721774,0.29791728156851605
Cosmos3_seed101_0017,56,61,"56,57,58,59,60,61",A,0.9961853623390198,0.0024692967999726534,0.0011664130724966526,0.00017887524154502898,0.25799367140280083
Cosmos3_seed101_0017,60,65,"60,61,62,63,64,65",A,0.9975324869155884,0.0014997294638305902,0.0009096318972297013,5.8150821132585406e-05,0.17176474502775818
Cosmos3_seed101_0017,64,69,"64,65,66,67,68,69",A,0.7645241022109985,0.01400274783372879,0.21903984248638153,0.002433312823995948,22.847452922724187
Cosmos3_seed101_0017,68,73,"68,69,70,71,72,73",A,0.9839439392089844,0.0018994585843756795,0.014035205356776714,0.00012142832565587014,1.5106362974620424
Cosmos3_seed101_0017,72,77,"72,73,74,75,76,77",C,0.37607041001319885,0.0032536466605961323,0.6200352907180786,0.0006406809552572668,62.230279500363395
Cosmos3_seed101_0017,76,81,"76,77,78,79,80,81",C,0.0952911376953125,0.0005000420496799052,0.9040971994400024,0.00011157445260323584,90.44587949174456
Cosmos3_seed101_0017,80,85,"80,81,82,83,84,85",A,0.7752736806869507,0.0024675263557583094,0.22211964428424835,0.00013920830679126084,22.349261576891877
Cosmos3_seed101_0017,84,89,"84,85,86,87,88,89",C,0.1819840967655182,0.0020216605626046658,0.8155961036682129,0.0003980885958299041,81.70050225453451
Cosmos3_seed101_0017,88,93,"88,89,90,91,92,93",C,0.07581180334091187,0.0005108158802613616,0.923576831817627,0.0001005856174742803,92.39328253752319
Cosmos3_seed101_0017,92,97,"92,93,94,95,96,97",C,0.14798639714717865,0.00036682162317447364,0.8516029715538025,4.381059989100322e-05,85.18301929652807
Cosmos3_seed101_0017,96,101,"96,97,98,99,100,101",C,0.26820892095565796,0.0023204616736620665,0.729067325592041,0.0004032357537653297,73.06307921826374
Cosmos3_seed101_0017,100,105,"100,101,102,103,104,105",A,0.8151997923851013,0.002594602294266224,0.1818956583738327,0.00030988105572760105,18.35028405766934
Cosmos3_seed101_0017,104,109,"104,105,106,107,108,109",A,0.7259827852249146,0.006280981935560703,0.2670741677284241,0.0006620106287300587,27.08766693249345
Cosmos3_seed101_0017,108,113,"108,109,110,111,112,113",A,0.4966978132724762,0.0055178143084049225,0.4966978132724762,0.0010865220101550221,50.05432424368337
Cosmos3_seed101_0017,112,117,"112,113,114,115,116,117",A,0.6735610365867615,0.007482587825506926,0.31816771626472473,0.0007886588573455811,32.26976690348238
Cosmos3_seed101_0017,116,121,"116,117,118,119,120,121",C,0.43575558066368103,0.0037700242828577757,0.5595211982727051,0.000953211507294327,56.23594219214283
Cosmos3_seed101_0017,120,125,"120,121,122,123,124,125",A,0.6160390973091125,0.008787325583398342,0.3736465871334076,0.001527008251287043,37.95672581763938
Cosmos3_seed101_0017,124,129,"124,125,126,127,128,129",A,0.7699633836746216,0.006661488674581051,0.22059820592403412,0.0027769217267632484,22.67058719880879
Cosmos3_seed101_0017,128,133,"128,129,130,131,132,133",A,0.9869921207427979,0.0019053430296480656,0.01096449326723814,0.00013802258763462305,1.2055187369696796
Cosmos3_seed101_0017,132,137,"132,133,134,135,136,137",C,0.43732213973999023,0.0010840132599696517,0.561532735824585,6.115584255894646e-05,56.21358982971287
Cosmos3_seed101_0017,136,141,"136,137,138,139,140,141",C,0.43751466274261475,0.000657776661682874,0.5617799162864685,4.764918048749678e-05,56.215645379779744
Cosmos3_seed101_0017,140,145,"140,141,142,143,144,145",C,0.37730950117111206,0.0005006068386137486,0.6220781803131104,0.00011170048674102873,62.244018421915825
Cosmos3_seed101_0017,144,149,"144,145,146,147,148,149",C,0.0758514255285263,6.916755228303373e-05,0.9240595698356628,1.981683453777805e-05,92.41139704463421
Cosmos3_seed101_0017,148,153,"148,149,150,151,152,153",A,0.9608091115951538,0.0018547979416325688,0.037254609167575836,8.149413042701781e-05,3.826350226881914
Cosmos3_seed101_0017,152,157,"152,153,154,155,156,157",A,0.9786326289176941,0.003114773193374276,0.01792428269982338,0.00032829467090778053,1.9809963967418298
Cosmos3_seed101_0017,156,161,"156,157,158,159,160,161",A,0.8671656250953674,0.009633339941501617,0.11735810339450836,0.005842915736138821,12.8017689101398
Cosmos3_seed101_0017,160,165,"160,161,162,163,164,165",C,0.3513687551021576,0.008263400755822659,0.5793091058731079,0.06105872988700867,64.44995361380279
Cosmos3_seed101_0017,164,169,"164,165,166,167,168,169",A,0.58406662940979,0.013735931366682053,0.3542543351650238,0.0479431077837944,40.90654086321592
Cosmos3_seed101_0017,168,173,"168,169,170,171,172,173",A,0.7344615459442139,0.008159131743013859,0.21042676270008087,0.04695255681872368,26.145888539031148
Cosmos3_seed101_0017,172,177,"172,173,174,175,176,177",A,0.9683032035827637,0.006524375639855862,0.022772308439016342,0.002400183817371726,2.8434680076316
Cosmos3_seed101_0017,176,181,"176,177,178,179,180,181",A,0.9881975054740906,0.003145216265693307,0.00854958314448595,0.0001076233820640482,1.0229814659396652
Cosmos3_seed101_0017,180,185,"180,181,182,183,184,185",A,0.9329779148101807,0.006286355666816235,0.05964328348636627,0.0010924048256129026,6.387886614538729
Cosmos3_seed101_0017,184,188,"184,185,186,187,188",C,0.43584951758384705,0.002936731092631817,0.5596418976783752,0.001571918954141438,56.26821821788326
Cosmos3_seed101_0020,0,5,"0,1,2,3,4,5",A,0.9999876022338867,7.889226253610104e-06,2.2603014713240555e-06,2.2603014713240555e-06,0.0008465216069453163
Cosmos3_seed101_0020,4,9,"4,5,6,7,8,9",A,0.9999709129333496,1.67012149177026e-05,6.144033704913454e-06,6.144033704913454e-06,0.002063867486867821
Cosmos3_seed101_0020,8,13,"8,9,10,11,12,13",A,0.9999492168426514,2.1444318917929195e-05,7.888924301369116e-06,2.1444318917929195e-05,0.004005540267826291
Cosmos3_seed101_0020,12,17,"12,13,14,15,16,17",A,0.9998762607574463,2.1442754587042145e-05,6.14345208305167e-06,9.609976405045018e-05,0.011296459342702292
Cosmos3_seed101_0020,16,21,"16,17,18,19,20,21",A,0.9990621209144592,1.668603545113001e-05,1.012059237837093e-05,0.0009110267274081707,0.09294903375121066
Cosmos3_seed101_0020,20,25,"20,21,22,23,24,25",A,0.9998974800109863,2.753362787188962e-05,1.669998891884461e-05,5.8288685977458954e-05,0.008875548883224837
Cosmos3_seed101_0020,24,29,"24,25,26,27,28,29",A,0.9994364380836487,7.48096572351642e-05,5.826181222801097e-05,0.000430499785579741,0.05261664264253341
Cosmos3_seed101_0020,28,33,"28,29,30,31,32,33",A,0.9994971752166748,0.0002033660712186247,9.606332605471835e-05,0.0002033660712186247,0.04011124328826554
Cosmos3_seed101_0020,32,37,"32,33,34,35,36,37",A,0.9996858835220337,0.00020340445917099714,9.608145774109289e-05,1.4734568139829207e-05,0.021251825546642067
Cosmos3_seed101_0020,36,41,"36,37,38,39,40,41",A,0.9998737573623657,9.609952394384891e-05,2.7532974854693748e-05,2.5609654130676063e-06,0.00781437022396858
Cosmos3_seed101_0020,40,45,"40,41,42,43,44,45",A,0.9998810291290283,9.610022243577987e-05,2.1442858269438148e-05,1.3707959851672058e-06,0.007086376547249529
Cosmos3_seed101_0020,44,49,"44,45,46,47,48,49",A,0.9998809099197388,9.610020788386464e-05,2.144285463145934e-05,1.5533153145952383e-06,0.00710462738879869
Cosmos3_seed101_0020,48,53,"48,49,50,51,52,53",A,0.9998806715011597,9.61001860559918e-05,2.144284917449113e-05,1.7601363424546435e-06,0.007125307854494167
Cosmos3_seed101_0020,52,57,"52,53,54,55,56,57",A,0.9998140931129456,0.0001233868533745408,5.828382563777268e-05,4.222065854264656e-06,0.012419931817930774
Cosmos3_seed101_0020,56,61,"56,57,58,59,60,61",A,0.9997629523277283,0.00015842376160435379,7.483408990083262e-05,3.725769829543424e-06,0.015777174053255294
Cosmos3_seed101_0020,60,65,"60,61,62,63,64,65",A,0.9997407793998718,0.00015842024004086852,9.608674008632079e-05,4.783877102454426e-06,0.018008073720920947
Cosmos3_seed101_0020,64,69,"64,65,66,67,68,69",A,0.999887228012085,7.484339585062116e-05,3.535351424943656e-05,2.5609999738662736e-06,0.007533621214861341
Cosmos3_seed101_0020,68,73,"68,69,70,71,72,73",A,0.9999537467956543,3.535586438374594e-05,1.0129624570254236e-05,7.337876013480127e-07,0.002854134436347522
Cosmos3_seed101_0020,72,77,"72,73,74,75,76,77",A,0.9999579191207886,3.535601354087703e-05,6.143953669379698e-06,5.714767326026049e-07,0.0024393437172420818
Cosmos3_seed101_0020,76,81,"76,77,78,79,80,81",A,0.9999618530273438,2.7535401386558078e-05,1.0129706424777396e-05,5.043284545536153e-07,0.002440173557261005
Cosmos3_seed101_0020,80,85,"80,81,82,83,84,85",A,0.9999407529830933,4.539724250207655e-05,1.3006527296965942e-05,8.314794399666425e-07,0.003653662798797086
Cosmos3_seed101_0020,84,89,"84,85,86,87,88,89",A,0.9998749494552612,9.609963308321312e-05,2.7533007596503012e-05,1.3707876860280521e-06,0.0076953611824137624
Cosmos3_seed101_0020,88,93,"88,89,90,91,92,93",A,0.9997139573097229,0.00015841599088162184,0.00012337449879851192,4.2216433939756826e-06,0.020680413763329852
Cosmos3_seed101_0020,92,97,"92,93,94,95,96,97",A,0.9997790455818176,0.00015842630818951875,5.8281781093683094e-05,4.221918061375618e-06,0.014171685324981809
Cosmos3_seed101_0020,96,101,"96,97,98,99,100,101",A,0.9997624754905701,0.00015842367429286242,7.483405352104455e-05,4.2218480302835815e-06,0.015826773869775934
Cosmos3_seed101_0020,100,105,"100,101,102,103,104,105",A,0.9996671676635742,0.0002034006465692073,0.00012336872168816626,6.142167421785416e-06,0.023121121239455533
Cosmos3_seed101_0020,104,109,"104,105,106,107,108,109",A,0.9995735287666321,0.0002611471281852573,0.00015839374100323766,6.959335678402567e-06,0.02959266407742689
Cosmos3_seed101_0020,108,113,"108,109,110,111,112,113",A,0.9997417330741882,0.00015842040011193603,9.608683467376977e-05,3.7256907035043696e-06,0.017902272543324216
Cosmos3_seed101_0020,112,117,"112,113,114,115,116,117",A,0.9997645020484924,0.00015842400898691267,7.483420631615445e-05,2.2597971565119224e-06,0.01563060079661227
Cosmos3_seed101_0020,116,121,"116,117,118,119,120,121",A,0.9998667240142822,9.609884727979079e-05,3.5352790291653946e-05,1.7601117860976956e-06,0.008516232571764704
Cosmos3_seed101_0020,120,125,"120,121,122,123,124,125",A,0.9999475479125977,3.535564610501751e-05,1.6700823834980838e-05,3.9276574170798995e-07,0.0034771412629197584
Cosmos3_seed101_0020,124,129,"124,125,126,127,128,129",A,0.9999194145202637,5.828996654599905e-05,2.144368045264855e-05,8.31461704819958e-07,0.005142012543046803
Cosmos3_seed101_0020,128,133,"128,129,130,131,132,133",A,0.9997156262397766,0.00012337471707724035,0.00015841626736801118,2.560560460551642e-06,0.0222664186367183
Cosmos3_seed101_0020,132,137,"132,133,134,135,136,137",A,0.99815434217453,0.00033484346931800246,0.0015006643952801824,1.0111396477441303e-05,0.1678197526416625
Cosmos3_seed101_0020,136,141,"136,137,138,139,140,141",C,2.90229809252196e-06,1.2751806366395613e-07,0.9999922513961792,4.785080363944871e-06,99.9997100235575
Cosmos3_seed101_0020,140,145,"140,141,142,143,144,145",C,2.1442845536512323e-05,1.9944952782680048e-06,0.9998804330825806,9.610016422811896e-05,99.99775304944478
Cosmos3_seed101_0020,144,149,"144,145,146,147,148,149",C,7.481360080419108e-05,5.419478839030489e-06,0.9994891881942749,0.0004305225156713277,99.99224204493657
Cosmos3_seed101_0020,148,153,"148,149,150,151,152,153",C,6.144003691588296e-06,2.6994865720553207e-07,0.999966025352478,2.75355159828905e-05,99.99936958427895
Cosmos3_seed101_0020,152,157,"152,153,154,155,156,157",C,6.144092822069069e-06,1.8553554070876999e-07,0.9999805688858032,1.300704479945125e-05,99.9993668698373
Cosmos3_seed101_0020,156,161,"156,157,158,159,160,161",C,0.00020328059326857328,1.0120744263986126e-05,0.9990770816802979,0.0007095189648680389,99.97916610172979
Cosmos3_seed101_0020,160,165,"160,161,162,163,164,165",C,0.00012335235078353435,6.959063739486737e-06,0.9995344877243042,0.0003353064530529082,99.98732737092269
Cosmos3_seed101_0020,164,169,"164,165,166,167,168,169",C,2.7534675609786063e-05,1.5534001249761786e-06,0.999935507774353,3.535522046149708e-05,99.9971639694877
Cosmos3_seed101_0020,168,173,"168,169,170,171,172,173",C,0.0002034109056694433,4.221658400638262e-06,0.9997175335884094,7.48306920286268e-05,99.97944751096384
Cosmos3_seed101_0020,172,177,"172,173,174,175,176,177",C,0.00015840347623452544,3.2875595934456214e-06,0.9996349811553955,0.00020339409820735455,99.98400190333996
Cosmos3_seed101_0020,176,181,"176,177,178,179,180,181",C,0.00020337318710517138,3.2872214887902373e-06,0.9995322227478027,0.00026113633066415787,99.97950026892113
Cosmos3_seed101_0020,180,185,"180,181,182,183,184,185",C,3.7266011077008443e-06,8.764126135929473e-08,0.9999860525131226,1.0129951988346875e-05,99.99962262857416
Cosmos3_seed101_0020,184,188,"184,185,186,187,188",C,6.475945610873168e-07,1.3440395463248933e-08,0.999998927116394,5.043470991950016e-07,99.9999438183691
Cosmos3_seed101_0027,0,5,"0,1,2,3,4,5",A,0.9999932050704956,3.7266279377945466e-06,2.9023008210060652e-06,1.6373660116641986e-07,0.0004929351391069758
Cosmos3_seed101_0027,4,9,"4,5,6,7,8,9",A,0.9999831914901733,1.0129922884516418e-05,6.144109192973701e-06,5.0433919795978e-07,0.001171340983319169
Cosmos3_seed101_0027,8,13,"8,9,10,11,12,13",A,0.9999899864196777,6.144151029729983e-06,3.726615886989748e-06,1.8553728864389996e-07,0.000698422869049864
Cosmos3_seed101_0027,12,17,"12,13,14,15,16,17",A,0.9999847412109375,1.0129938345926348e-05,4.785044438904151e-06,3.466274733909813e-07,0.0010196641085258307
Cosmos3_seed101_0027,16,21,"16,17,18,19,20,21",A,0.9999819993972778,1.3007063898839988e-05,4.7850317059783265e-06,2.699529773053655e-07,0.0011558516632703686
Cosmos3_seed101_0027,20,25,"20,21,22,23,24,25",A,0.9999881982803345,7.889231710578315e-06,3.7266092931531603e-06,2.382341506290686e-07,0.0007909459299071386
Cosmos3_seed101_0027,24,29,"24,25,26,27,28,29",A,0.9999871253967285,7.889222615631297e-06,4.785056262335274e-06,2.699543699691276e-07,0.0008999621940120051
Cosmos3_seed101_0027,28,33,"28,29,30,31,32,33",A,0.9999847412109375,1.0129938345926348e-05,4.785044438904151e-06,3.0589765742661257e-07,0.0010155911269293938
Cosmos3_seed101_0027,32,37,"32,33,34,35,36,37",A,0.9999818801879883,1.3007062079850584e-05,4.785030796483625e-06,3.927792420199694e-07,0.0011681341078428886
Cosmos3_seed101_0027,36,41,"36,37,38,39,40,41",A,0.999976634979248,1.6701309505151585e-05,6.144068720459472e-06,4.4507481788969017e-07,0.0014939798290924955
Cosmos3_seed101_0027,40,45,"40,41,42,43,44,45",A,0.9999805688858032,1.300704479945125e-05,6.144092822069069e-06,2.6995257940143347e-07,0.0012917567801196128
Cosmos3_seed101_0027,44,49,"44,45,46,47,48,49",A,0.999958872795105,2.7535317713045515e-05,1.3006762856093701e-05,5.714773010367935e-07,0.002734589901365325
Cosmos3_seed101_0027,48,53,"48,49,50,51,52,53",A,0.9997400641441345,0.00015842013817746192,9.608666732674465e-05,5.420838988356991e-06,0.01807175754038326
Cosmos3_seed101_0027,52,57,"52,53,54,55,56,57",A,0.9999121427536011,5.828954090247862e-05,2.7534031687537208e-05,1.994558488149778e-06,0.00586733606269263
Cosmos3_seed101_0027,56,61,"56,57,58,59,60,61",A,0.9998394250869751,9.609622065909207e-05,5.828530265716836e-05,6.14322607361828e-06,0.011247663906033267
Cosmos3_seed101_0027,60,65,"60,61,62,63,64,65",A,0.9992547631263733,0.00033521262230351567,0.00033521262230351567,7.479605847038329e-05,0.05776149919256568
Cosmos3_seed101_0027,64,69,"64,65,66,67,68,69",A,0.9999549388885498,2.7535210392670706e-05,1.670094752626028e-05,8.314912633977656e-07,0.0031300043985993398
Cosmos3_seed101_0027,68,73,"68,69,70,71,72,73",A,0.9999178647994995,4.539620204013772e-05,3.535459836712107e-05,1.370846575809992e-06,0.005942354596299992
Cosmos3_seed101_0027,72,77,"72,73,74,75,76,77",A,0.999881386756897,5.828775101690553e-05,5.828775101690553e-05,1.9944973246310838e-06,0.008942612384998938
